dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,reportable_truth,cone_isolation,max_fragment_cosine,max_full_cosine,lipid_class,collective_gain,pair_id,unit_id,role,spectral_score_CAL,spectral_score_HOLD,joint_hard_score,joint_easy_score,fragment_cosine,fragment_support_jaccard,full_cosine,parent_cosine,base_template_id,realized_spatial_correlation,abundance_multiplier,K
CAL_R1_K175,CAL,R1,K175,175,0,PA-H__0075,PA 16:0_24:0,0.019334587713506986,True,True,False,3.4992278936470783e-06,True,0.729606198131629,0.7748217721703936,0.44170172724713597,PA,0.16755576280234685,B2_U7_U22,7,spectral_easy_spatial_high,0.16836124794745483,0.15682101806239737,0.15682101806239737,0.16836124794745483,0.0,0.0,0.0,0.0,175,0.9908210921260467,2.0,175
CAL_R1_K175,CAL,R1,K175,175,1,PA-H__0076,PA 16:0_24:1,0.0026872049229221713,False,False,False,1.7230082077800892e-23,False,0.5504804076642431,0.883487638633687,0.6654546118919494,PA,0.19595790828137805,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175
CAL_R1_K175,CAL,R1,K175,175,2,PA-H__0079,PA 16:0_24:4,0.008127659127872583,False,False,False,3.0236197269541585e-22,False,0.2223063465458067,0.9171280506076233,0.9158818256178151,PA,0.17914163452145218,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175
CAL_R1_K175,CAL,R1,K175,175,3,PA-H__0080,PA 16:0_24:5,0.007524285290161747,True,True,False,8.573243615086408e-07,True,0.22923411741411742,0.9171280506076233,0.9158818256178151,PA,0.17221386365314145,B6_U16_U150,150,spectral_hard_spatial_high,0.8016518883415436,0.8704121510673235,0.8016518883415436,0.8704121510673235,0.6012836678060572,0.3106796116504854,0.6004958373364375,0.0,267,0.9952910414028423,2.0,175
CAL_R1_K175,CAL,R1,K175,175,4,PA-H__0100,PA 24:0_16:1,0.007505746178475112,True,True,False,7.218057882724894e-07,True,0.47172636833494863,0.7350890401757907,0.6635490105932277,PA,0.2764064477750978,B6_U39_U54,54,spectral_easy_spatial_low,0.1792183908045977,0.5071083743842364,0.1792183908045977,0.5071083743842364,0.0,0.0,0.0,0.0,287,-0.12485182569342557,0.5,175
CAL_R1_K175,CAL,R1,K175,175,5,PA-H__0117,PA 18:0_22:0,0.005278495628819831,False,False,False,2.841485052316497e-20,False,0.3381799302246325,0.7789494468002593,0.6213615663357793,PA,0.44534403487199864,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175
CAL_R1_K175,CAL,R1,K175,175,6,PA-H__0118,PA 18:0_22:1,0.007967511419100461,True,True,False,4.531778561247358e-08,True,0.3291126428847987,0.854010491337717,0.7758194394971382,PA,0.30184234544507127,B5_U81_U105,105,spectral_hard_spatial_high,0.7206288998357964,0.7457405582922824,0.7206288998357964,0.7457405582922824,0.052767460600135624,0.16153846153846155,0.047451137602932195,0.0,349,0.996704226409377,0.5,175
CAL_R1_K175,CAL,R1,K175,175,7,PA-H__0119,PA 18:0_22:2,0.0023933554436597823,False,False,False,0.0,False,0.27393752390511106,0.8394493239810369,0.7712444256096473,PA,0.36260158405766385,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175
CAL_R1_K175,CAL,R1,K175,175,8,PA-H__0120,PA 18:0_22:3,0.006068276714099429,True,True,False,7.703724417757803e-09,True,0.26685411549166754,0.7994055605507371,0.7822770241404187,PA,0.35607658490927657,B1_U95_U125,125,spectral_hard_spatial_low,0.7451149425287357,0.8009901477832513,0.7451149425287357,0.8009901477832513,0.05022587307821144,0.0661764705882353,0.05302766559774588,0.11301892928657031,133,-0.2514853335695852,0.6170676298438253,175
CAL_R1_K175,CAL,R1,K175,175,10,PA-H__0122,PA 18:0_22:5,0.002134422342397603,True,True,False,9.200827018138393e-10,True,0.13936661280823676,0.9374908882297373,0.9345818680853585,PA,0.21638151697754526,B4_U64_U141,141,spectral_hard_spatial_high,0.7657668308702792,0.7451904761904762,0.7451904761904762,0.7657668308702792,0.07496740643032661,0.23423423423423423,0.07025785758396863,0.0,223,0.9958667516089417,0.5,175
